video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,status
1001_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_DFA_ANG_XX.flv,ANG,angry,1001,DFA,Don't forget a jacket,1001_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_DFA_ANG_XX__AUDIO_1001_DFA_DIS_XX,1,pending
1001_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_NEU_XX.flv,NEU,neutral,1001,TAI,The airplane is almost full,1001_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1001_TAI_NEU_XX__AUDIO_1001_TAI_SAD_XX,1,pending
1001_MTI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_NEU_XX.flv,NEU,neutral,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_SAD_XX.wav,SAD,sad,FAKE_T1_1001_MTI_NEU_XX__AUDIO_1001_MTI_SAD_XX,1,pending
1002_IEO_ANG_HI,..\..\data\raw\CREMA-D\VideoFlash\1002_IEO_ANG_HI.flv,ANG,angry,1002,IEO,It's eleven o'clock,1002_IEO_DIS_HI,..\..\data\raw\CREMA-D\AudioWAV\1002_IEO_DIS_HI.wav,DIS,disgusted,FAKE_T1_1002_IEO_ANG_HI__AUDIO_1002_IEO_DIS_HI,1,pending
1002_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_MTI_SAD_XX.flv,SAD,sad,1002,MTI,Maybe tomorrow it will be cold,1002_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1002_MTI_SAD_XX__AUDIO_1002_MTI_ANG_XX,1,pending
1002_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_WSI_ANG_XX.flv,ANG,angry,1002,WSI,We'll stop in a couple of minutes,1002_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1002_WSI_ANG_XX__AUDIO_1002_WSI_DIS_XX,1,pending
1002_ITS_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_ITS_HAP_XX.flv,HAP,happy,1002,ITS,I think I've seen this before,1002_ITS_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_ITS_NEU_XX.wav,NEU,neutral,FAKE_T1_1002_ITS_HAP_XX__AUDIO_1002_ITS_NEU_XX,1,pending
1002_TIE_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_TIE_DIS_XX.flv,DIS,disgusted,1002,TIE,That is exactly what happened,1002_TIE_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_TIE_FEA_XX.wav,FEA,fearful,FAKE_T1_1002_TIE_DIS_XX__AUDIO_1002_TIE_FEA_XX,1,pending
1002_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_MTI_DIS_XX.flv,DIS,disgusted,1002,MTI,Maybe tomorrow it will be cold,1002_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1002_MTI_DIS_XX__AUDIO_1002_MTI_FEA_XX,1,pending
1002_IEO_HAP_HI,..\..\data\raw\CREMA-D\VideoFlash\1002_IEO_HAP_HI.flv,HAP,happy,1002,IEO,It's eleven o'clock,1002_IEO_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_IEO_NEU_XX.wav,NEU,neutral,FAKE_T1_1002_IEO_HAP_HI__AUDIO_1002_IEO_NEU_XX,1,pending
1002_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_IWW_NEU_XX.flv,NEU,neutral,1002,IWW,I wonder what this is about,1002_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1002_IWW_NEU_XX__AUDIO_1002_IWW_SAD_XX,1,pending
1002_IEO_ANG_LO,..\..\data\raw\CREMA-D\VideoFlash\1002_IEO_ANG_LO.flv,ANG,angry,1002,IEO,It's eleven o'clock,1002_IEO_DIS_LO,..\..\data\raw\CREMA-D\AudioWAV\1002_IEO_DIS_LO.wav,DIS,disgusted,FAKE_T1_1002_IEO_ANG_LO__AUDIO_1002_IEO_DIS_LO,1,pending
1002_IEO_DIS_HI,..\..\data\raw\CREMA-D\VideoFlash\1002_IEO_DIS_HI.flv,DIS,disgusted,1002,IEO,It's eleven o'clock,1002_IEO_FEA_HI,..\..\data\raw\CREMA-D\AudioWAV\1002_IEO_FEA_HI.wav,FEA,fearful,FAKE_T1_1002_IEO_DIS_HI__AUDIO_1002_IEO_FEA_HI,1,pending
1002_IWL_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_IWL_ANG_XX.flv,ANG,angry,1002,IWL,I would like a new alarm clock,1002_IWL_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_IWL_DIS_XX.wav,DIS,disgusted,FAKE_T1_1002_IWL_ANG_XX__AUDIO_1002_IWL_DIS_XX,1,pending
1002_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_IWL_HAP_XX.flv,HAP,happy,1002,IWL,I would like a new alarm clock,1002_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1002_IWL_HAP_XX__AUDIO_1002_IWL_NEU_XX,1,pending
1002_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_ITS_ANG_XX.flv,ANG,angry,1002,ITS,I think I've seen this before,1002_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1002_ITS_ANG_XX__AUDIO_1002_ITS_DIS_XX,1,pending
1002_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_ITH_HAP_XX.flv,HAP,happy,1002,ITH,I think I have a doctor's appointment,1002_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1002_ITH_HAP_XX__AUDIO_1002_ITH_NEU_XX,1,pending
1002_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1002_MTI_FEA_XX.flv,FEA,fearful,1002,MTI,Maybe tomorrow it will be cold,1002_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1002_MTI_FEA_XX__AUDIO_1002_MTI_HAP_XX,1,pending
1002_IEO_HAP_LO,..\..\data\raw\CREMA-D\VideoFlash\1002_IEO_HAP_LO.flv,HAP,happy,1002,IEO,It's eleven o'clock,1002_IEO_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1002_IEO_NEU_XX.wav,NEU,neutral,FAKE_T1_1002_IEO_HAP_LO__AUDIO_1002_IEO_NEU_XX,1,pending
1003_TIE_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_TIE_ANG_XX.flv,ANG,angry,1003,TIE,That is exactly what happened,1003_TIE_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_TIE_DIS_XX.wav,DIS,disgusted,FAKE_T1_1003_TIE_ANG_XX__AUDIO_1003_TIE_DIS_XX,1,pending
1003_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_ITS_DIS_XX.flv,DIS,disgusted,1003,ITS,I think I've seen this before,1003_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1003_ITS_DIS_XX__AUDIO_1003_ITS_FEA_XX,1,pending
1003_IEO_SAD_HI,..\..\data\raw\CREMA-D\VideoFlash\1003_IEO_SAD_HI.flv,SAD,sad,1003,IEO,It's eleven o'clock,1003_IEO_ANG_HI,..\..\data\raw\CREMA-D\AudioWAV\1003_IEO_ANG_HI.wav,ANG,angry,FAKE_T1_1003_IEO_SAD_HI__AUDIO_1003_IEO_ANG_HI,1,pending
1003_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_WSI_ANG_XX.flv,ANG,angry,1003,WSI,We'll stop in a couple of minutes,1003_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1003_WSI_ANG_XX__AUDIO_1003_WSI_DIS_XX,1,pending
1003_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_DFA_ANG_XX.flv,ANG,angry,1003,DFA,Don't forget a jacket,1003_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1003_DFA_ANG_XX__AUDIO_1003_DFA_DIS_XX,1,pending
1003_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_MTI_FEA_XX.flv,FEA,fearful,1003,MTI,Maybe tomorrow it will be cold,1003_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1003_MTI_FEA_XX__AUDIO_1003_MTI_HAP_XX,1,pending
1003_IEO_DIS_LO,..\..\data\raw\CREMA-D\VideoFlash\1003_IEO_DIS_LO.flv,DIS,disgusted,1003,IEO,It's eleven o'clock,1003_IEO_FEA_LO,..\..\data\raw\CREMA-D\AudioWAV\1003_IEO_FEA_LO.wav,FEA,fearful,FAKE_T1_1003_IEO_DIS_LO__AUDIO_1003_IEO_FEA_LO,1,pending
1003_DFA_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_DFA_HAP_XX.flv,HAP,happy,1003,DFA,Don't forget a jacket,1003_DFA_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_DFA_NEU_XX.wav,NEU,neutral,FAKE_T1_1003_DFA_HAP_XX__AUDIO_1003_DFA_NEU_XX,1,pending
1003_IEO_HAP_HI,..\..\data\raw\CREMA-D\VideoFlash\1003_IEO_HAP_HI.flv,HAP,happy,1003,IEO,It's eleven o'clock,1003_IEO_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_IEO_NEU_XX.wav,NEU,neutral,FAKE_T1_1003_IEO_HAP_HI__AUDIO_1003_IEO_NEU_XX,1,pending
1003_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_IWL_NEU_XX.flv,NEU,neutral,1003,IWL,I would like a new alarm clock,1003_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1003_IWL_NEU_XX__AUDIO_1003_IWL_SAD_XX,1,pending
1003_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_DFA_NEU_XX.flv,NEU,neutral,1003,DFA,Don't forget a jacket,1003_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1003_DFA_NEU_XX__AUDIO_1003_DFA_SAD_XX,1,pending
1003_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_MTI_ANG_XX.flv,ANG,angry,1003,MTI,Maybe tomorrow it will be cold,1003_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1003_MTI_ANG_XX__AUDIO_1003_MTI_DIS_XX,1,pending
1003_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_IWW_SAD_XX.flv,SAD,sad,1003,IWW,I wonder what this is about,1003_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1003_IWW_SAD_XX__AUDIO_1003_IWW_ANG_XX,1,pending
1003_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_ITS_FEA_XX.flv,FEA,fearful,1003,ITS,I think I've seen this before,1003_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1003_ITS_FEA_XX__AUDIO_1003_ITS_HAP_XX,1,pending
1003_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_IWL_HAP_XX.flv,HAP,happy,1003,IWL,I would like a new alarm clock,1003_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1003_IWL_HAP_XX__AUDIO_1003_IWL_NEU_XX,1,pending
1003_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1003_WSI_NEU_XX.flv,NEU,neutral,1003,WSI,We'll stop in a couple of minutes,1003_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1003_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1003_WSI_NEU_XX__AUDIO_1003_WSI_SAD_XX,1,pending
1004_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_MTI_HAP_XX.flv,HAP,happy,1004,MTI,Maybe tomorrow it will be cold,1004_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_MTI_HAP_XX__AUDIO_1004_MTI_NEU_XX,1,pending
1004_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_DFA_ANG_XX.flv,ANG,angry,1004,DFA,Don't forget a jacket,1004_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_DFA_ANG_XX__AUDIO_1004_DFA_DIS_XX,1,pending
1004_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_WSI_DIS_XX.flv,DIS,disgusted,1004,WSI,We'll stop in a couple of minutes,1004_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1004_WSI_DIS_XX__AUDIO_1004_WSI_FEA_XX,1,pending
1004_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_WSI_HAP_XX.flv,HAP,happy,1004,WSI,We'll stop in a couple of minutes,1004_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_WSI_HAP_XX__AUDIO_1004_WSI_NEU_XX,1,pending
1004_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_SAD_XX.flv,SAD,sad,1004,TAI,The airplane is almost full,1004_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1004_TAI_SAD_XX__AUDIO_1004_TAI_ANG_XX,1,pending
1004_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_WSI_ANG_XX.flv,ANG,angry,1004,WSI,We'll stop in a couple of minutes,1004_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_WSI_ANG_XX__AUDIO_1004_WSI_DIS_XX,1,pending
1004_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_MTI_ANG_XX.flv,ANG,angry,1004,MTI,Maybe tomorrow it will be cold,1004_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_MTI_ANG_XX__AUDIO_1004_MTI_DIS_XX,1,pending
1004_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IWW_ANG_XX.flv,ANG,angry,1004,IWW,I wonder what this is about,1004_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_IWW_ANG_XX__AUDIO_1004_IWW_DIS_XX,1,pending
1004_IEO_FEA_LO,..\..\data\raw\CREMA-D\VideoFlash\1004_IEO_FEA_LO.flv,FEA,fearful,1004,IEO,It's eleven o'clock,1004_IEO_HAP_LO,..\..\data\raw\CREMA-D\AudioWAV\1004_IEO_HAP_LO.wav,HAP,happy,FAKE_T1_1004_IEO_FEA_LO__AUDIO_1004_IEO_HAP_LO,1,pending
1004_IWL_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IWL_ANG_XX.flv,ANG,angry,1004,IWL,I would like a new alarm clock,1004_IWL_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IWL_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_IWL_ANG_XX__AUDIO_1004_IWL_DIS_XX,1,pending
1004_IOM_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IOM_NEU_XX.flv,NEU,neutral,1004,IOM,I'm on my way to the meeting,1004_IOM_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IOM_SAD_XX.wav,SAD,sad,FAKE_T1_1004_IOM_NEU_XX__AUDIO_1004_IOM_SAD_XX,1,pending
1004_TAI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_FEA_XX.flv,FEA,fearful,1004,TAI,The airplane is almost full,1004_TAI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_HAP_XX.wav,HAP,happy,FAKE_T1_1004_TAI_FEA_XX__AUDIO_1004_TAI_HAP_XX,1,pending
1004_ITH_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_ITH_ANG_XX.flv,ANG,angry,1004,ITH,I think I have a doctor's appointment,1004_ITH_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_ITH_DIS_XX.wav,DIS,disgusted,FAKE_T1_1004_ITH_ANG_XX__AUDIO_1004_ITH_DIS_XX,1,pending
1004_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_TAI_HAP_XX.flv,HAP,happy,1004,TAI,The airplane is almost full,1004_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_TAI_HAP_XX__AUDIO_1004_TAI_NEU_XX,1,pending
1004_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_IWL_HAP_XX.flv,HAP,happy,1004,IWL,I would like a new alarm clock,1004_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_IWL_HAP_XX__AUDIO_1004_IWL_NEU_XX,1,pending
1004_ITS_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1004_ITS_HAP_XX.flv,HAP,happy,1004,ITS,I think I've seen this before,1004_ITS_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1004_ITS_NEU_XX.wav,NEU,neutral,FAKE_T1_1004_ITS_HAP_XX__AUDIO_1004_ITS_NEU_XX,1,pending
1005_TIE_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TIE_SAD_XX.flv,SAD,sad,1005,TIE,That is exactly what happened,1005_TIE_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TIE_ANG_XX.wav,ANG,angry,FAKE_T1_1005_TIE_SAD_XX__AUDIO_1005_TIE_ANG_XX,1,pending
1005_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWW_NEU_XX.flv,NEU,neutral,1005,IWW,I wonder what this is about,1005_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1005_IWW_NEU_XX__AUDIO_1005_IWW_SAD_XX,1,pending
1005_TSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TSI_FEA_XX.flv,FEA,fearful,1005,TSI,The surface is slippery,1005_TSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TSI_HAP_XX.wav,HAP,happy,FAKE_T1_1005_TSI_FEA_XX__AUDIO_1005_TSI_HAP_XX,1,pending
1005_IOM_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IOM_FEA_XX.flv,FEA,fearful,1005,IOM,I'm on my way to the meeting,1005_IOM_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IOM_HAP_XX.wav,HAP,happy,FAKE_T1_1005_IOM_FEA_XX__AUDIO_1005_IOM_HAP_XX,1,pending
1005_IEO_SAD_LO,..\..\data\raw\CREMA-D\VideoFlash\1005_IEO_SAD_LO.flv,SAD,sad,1005,IEO,It's eleven o'clock,1005_IEO_ANG_LO,..\..\data\raw\CREMA-D\AudioWAV\1005_IEO_ANG_LO.wav,ANG,angry,FAKE_T1_1005_IEO_SAD_LO__AUDIO_1005_IEO_ANG_LO,1,pending
1005_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWL_NEU_XX.flv,NEU,neutral,1005,IWL,I would like a new alarm clock,1005_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1005_IWL_NEU_XX__AUDIO_1005_IWL_SAD_XX,1,pending
1005_WSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_WSI_SAD_XX.flv,SAD,sad,1005,WSI,We'll stop in a couple of minutes,1005_WSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_WSI_ANG_XX.wav,ANG,angry,FAKE_T1_1005_WSI_SAD_XX__AUDIO_1005_WSI_ANG_XX,1,pending
1005_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_TSI_NEU_XX.flv,NEU,neutral,1005,TSI,The surface is slippery,1005_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1005_TSI_NEU_XX__AUDIO_1005_TSI_SAD_XX,1,pending
1005_IWL_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1005_IWL_FEA_XX.flv,FEA,fearful,1005,IWL,I would like a new alarm clock,1005_IWL_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1005_IWL_HAP_XX.wav,HAP,happy,FAKE_T1_1005_IWL_FEA_XX__AUDIO_1005_IWL_HAP_XX,1,pending
