split,dialogue_id,utterance_id,speaker,emotion,emotion_raw,sentiment,utterance,duration,video_path,clip_id
train,54,20,Bobby,joy,joy,positive,And by you.,4.3,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia54_utt20.mp4,train_dia54_utt20
train,457,13,Bobby,fear,fear,negative,"I'm twelve, I'm not stupid.",2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia457_utt13.mp4,train_dia457_utt13
test,203,0,Bonnie,anger,anger,negative,I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,5.51,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia203_utt0.mp4,test_dia203_utt0
test,203,4,Bonnie,neutral,neutral,neutral,Because I think about shaving it all off again sometime.,2.67,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia203_utt4.mp4,test_dia203_utt4
test,128,0,Brenda,neutral,neutral,neutral,What are you doing?,3.75,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia128_utt0.mp4,test_dia128_utt0
train,17,7,Caitlin,joy,joy,positive,Pizza delivery!,2.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia17_utt7.mp4,train_dia17_utt7
train,815,1,Carl,neutral,neutral,neutral,Another,2.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia815_utt1.mp4,train_dia815_utt1
train,410,8,Carl,neutral,neutral,neutral,"I mean, come on, buddy, get a",3.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia410_utt8.mp4,train_dia410_utt8
train,410,0,Carl,disgust,disgust,negative,"I'm just sayin', if I see one more picture of Ed Begley, Jr. in that",5.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia410_utt0.mp4,train_dia410_utt0
train,541,13,Carol,neutral,surprise,positive,Like what?,3.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia541_utt13.mp4,train_dia541_utt13
dev,34,9,Carol,neutral,neutral,neutral,"So don't do it, it's fine. You don't have to do it just because Susan does it.",4.8,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia34_utt9.mp4,dev_dia34_utt9
train,206,13,Carol,anger,anger,negative,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",7.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia206_utt13.mp4,train_dia206_utt13
train,1016,20,Carol,neutral,neutral,neutral,"Look, I-I-I am sorry that Rachel dumped you cause she fell in love with that Mark guy, and you are the innocent victim in all of this, but dont punish your friends for what Rachel did to you.",7.97,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1016_utt20.mp4,train_dia1016_utt20
train,954,1,Carol,neutral,neutral,neutral,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",4.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia954_utt1.mp4,train_dia954_utt1
train,659,2,Carol,neutral,neutral,neutral,Oh no. I thought you said they could shoot the spot without you.,3.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia659_utt2.mp4,train_dia659_utt2
train,206,4,Carol,anger,anger,negative,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia206_utt4.mp4,train_dia206_utt4
train,26,2,Carol,neutral,surprise,positive,Is it a good sign that they asked us to hang around after the audition?,2.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia26_utt2.mp4,train_dia26_utt2
train,206,14,Carol,anger,anger,negative,Now go!,3.46,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia206_utt14.mp4,train_dia206_utt14
dev,62,3,Carol,neutral,neutral,neutral,"Yeah. Ooh, and I know Gail Rosten is in there twice, but she is so",4.3,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia62_utt3.mp4,dev_dia62_utt3
train,1016,6,Carol,neutral,neutral,neutral,"No. But its okay, Ill just put out pickles or something.",4.3,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1016_utt6.mp4,train_dia1016_utt6
train,1016,15,Carol,neutral,neutral,neutral,"Phoebe, hang on a second.  Here, take my car, go pick up your friends.",3.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1016_utt15.mp4,train_dia1016_utt15
dev,47,10,Carol,neutral,neutral,neutral,Sooo!! Anyway...,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia47_utt10.mp4,dev_dia47_utt10
train,849,11,Carol,joy,joy,positive,"Y'know, I don't really know you well enough for you to do that.",3.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia849_utt11.mp4,train_dia849_utt11
train,726,4,Cassie,neutral,surprise,positive,Oh my God! You do a great Chandler!,3.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia726_utt4.mp4,train_dia726_utt4
train,726,6,Cassie,joy,joy,positive,"Well, maybe after we get reacquainted uh, you can do me.",3.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia726_utt6.mp4,train_dia726_utt6
train,534,1,Cassie,neutral,neutral,neutral,Yeah! Thank you so much for letting me stay here.,2.79,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia534_utt1.mp4,train_dia534_utt1
train,726,2,Cassie,joy,joy,positive,"Thanks for letting me stay here! I mean Monicas place was nice, but her fiancée sure stares a lot.",7.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia726_utt2.mp4,train_dia726_utt2
train,868,0,Cecilia,anger,anger,negative,Yknow what? It doesnt matter! Because it is not true!,3.17,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia868_utt0.mp4,train_dia868_utt0
test,240,8,Cecilia,neutral,neutral,neutral,You’re not the fan who’s dying are you?,2.5,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia240_utt8.mp4,test_dia240_utt8
test,240,14,Cecilia,neutral,surprise,negative,Who told you that?,2.54,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia240_utt14.mp4,test_dia240_utt14
test,232,8,Chandler,joy,joy,positive,Because I'm very happy for him!  And,2.84,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia232_utt8.mp4,test_dia232_utt8
train,923,5,Chandler,disgust,disgust,negative,"I hear ya.  But! Unfortunately, my company is transferring me overseas!",6.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia923_utt5.mp4,train_dia923_utt5
train,826,3,Chandler,joy,joy,positive,Almost as good as that play with the two naked girls on the see-saw.,3.96,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia826_utt3.mp4,train_dia826_utt3
test,57,1,Chandler,joy,joy,positive,"We were playing Gin? Y'know if we were a couple, we could play this game naked.",6.88,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia57_utt1.mp4,test_dia57_utt1
train,9,13,Chandler,anger,anger,negative,"Ok, pure evil , horny and alone . I've done this",8.43,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia9_utt13.mp4,train_dia9_utt13
train,667,3,Chandler,neutral,neutral,neutral,"Ohh, great, I have condom in my wallet I've had since I was twelve.",3.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia667_utt3.mp4,train_dia667_utt3
train,628,12,Chandler,neutral,neutral,neutral,"Oh good, when he comes back for his keys, Ill be sure to give him your shoe.",3.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia628_utt12.mp4,train_dia628_utt12
train,273,10,Chandler,neutral,neutral,neutral,Me too.,3.29,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia273_utt10.mp4,train_dia273_utt10
test,120,14,Chandler,neutral,neutral,neutral,Which is why,3.55,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia120_utt14.mp4,test_dia120_utt14
train,250,3,Chandler,joy,joy,positive,Yes indeedy!  With a beautiful view of...,5.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia250_utt3.mp4,train_dia250_utt3
test,60,2,Chandler,joy,joy,positive,"oh, oh, yeah, ok, thanks.",5.3,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia60_utt2.mp4,test_dia60_utt2
train,812,8,Chandler,joy,joy,positive,You look amazing. I'm the luckiest man in the world.,3.25,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia812_utt8.mp4,train_dia812_utt8
test,156,12,Chandler,anger,anger,negative,Y’know what would really help me through this tough time is choking something. Can I choke ya?,4.55,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia156_utt12.mp4,test_dia156_utt12
train,1019,14,Chandler,neutral,neutral,neutral,"Listen, we're a little bit in a hurry, so, if you can get us a table a little quicker, I'd appreciate it.",4.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1019_utt14.mp4,train_dia1019_utt14
train,63,5,Chandler,anger,anger,negative,You cant wear that! Im wearing the famous tux! James Bonds tux!,4.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia63_utt5.mp4,train_dia63_utt5
dev,76,10,Chandler,anger,anger,negative,"And your like 'Mom, get outta here!'",3.67,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia76_utt10.mp4,dev_dia76_utt10
train,728,4,Chandler,neutral,neutral,neutral,Because every time were in the room together theres this weird like energy between us.,4.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia728_utt4.mp4,train_dia728_utt4
train,143,1,Chandler,neutral,neutral,neutral,"Yes. Yes, there is, they play on Sundays and Monday nights.",2.75,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia143_utt1.mp4,train_dia143_utt1
test,128,9,Chandler,neutral,neutral,neutral,I totally understand.  Can I,3.25,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia128_utt9.mp4,test_dia128_utt9
test,118,9,Chandler,fear,fear,negative,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",6.42,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia118_utt9.mp4,test_dia118_utt9
train,342,8,Chandler,neutral,neutral,neutral,"Oh come on Ross, I think were all losers here.",2.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia342_utt8.mp4,train_dia342_utt8
train,552,2,Chandler,neutral,neutral,neutral,"Well, listen, this has been great but I'm officially wiped.",2.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia552_utt2.mp4,train_dia552_utt2
test,164,7,Chandler,anger,anger,negative,You are not allowed to laugh at my joke.,2.63,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia164_utt7.mp4,test_dia164_utt7
test,198,12,Chandler,joy,joy,positive,"You pick up the pieces, and then you usher in the age of Ross!",5.76,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia198_utt12.mp4,test_dia198_utt12
train,0,6,Chandler,neutral,neutral,neutral,I see.,3.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia0_utt6.mp4,train_dia0_utt6
train,898,3,Chandler,neutral,neutral,neutral,"Really? So, you're gonna stick with this 'it's all for her' thing?",2.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia898_utt3.mp4,train_dia898_utt3
dev,88,5,Chandler,neutral,neutral,neutral,"Well, Phoebe I thought I’d——Yeah, what the hell.",3.8,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia88_utt5.mp4,dev_dia88_utt5
train,315,9,Chandler,joy,joy,positive,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",5.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia315_utt9.mp4,train_dia315_utt9
train,737,6,Chandler,neutral,neutral,neutral,"Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?",6.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia737_utt6.mp4,train_dia737_utt6
test,62,1,Chandler,anger,anger,negative,"Yeah. Well, I think our second fight is going to be a",6.13,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia62_utt1.mp4,test_dia62_utt1
train,111,15,Chandler,disgust,disgust,negative,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",6.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia111_utt15.mp4,train_dia111_utt15
test,188,6,Chandler,neutral,neutral,neutral,Could've been a peach.,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia188_utt6.mp4,test_dia188_utt6
train,759,3,Chandler,neutral,neutral,neutral,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",8.01,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia759_utt3.mp4,train_dia759_utt3
train,644,9,Chandler,anger,anger,negative,"Ho-ho, so hard we had to throw out your underwear again?",4.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia644_utt9.mp4,train_dia644_utt9
train,918,1,Chandler,neutral,neutral,neutral,"Okay. Okay. All right. Help! Am I a Mark, or a John?",8.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia918_utt1.mp4,train_dia918_utt1
train,760,2,Chandler,fear,fear,negative,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,4.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia760_utt2.mp4,train_dia760_utt2
test,242,2,Chandler,anger,anger,negative,"Oh God, do something.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia242_utt2.mp4,test_dia242_utt2
train,559,0,Chandler,neutral,neutral,neutral,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",6.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia559_utt0.mp4,train_dia559_utt0
train,990,2,Chandler,neutral,neutral,neutral,"Well, you're gonna.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia990_utt2.mp4,train_dia990_utt2
train,337,9,Chandler,neutral,surprise,negative,"Yes! Remember? Right before we cut the cake, I went up to you and I said",4.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia337_utt9.mp4,train_dia337_utt9
train,615,9,Chandler,anger,anger,negative,Like Joey's constant knuckle-cracking isn't annoying?,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia615_utt9.mp4,train_dia615_utt9
train,414,6,Chandler,neutral,neutral,neutral,"Yeah, I think that's wrong, but there's a Connect the Dots in here for you later.  Hey, how about maroon?",7.51,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia414_utt6.mp4,train_dia414_utt6
test,118,4,Chandler,sadness,sadness,negative,"Well, it just hurts so bad. I uh",2.92,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia118_utt4.mp4,test_dia118_utt4
train,223,1,Chandler,neutral,neutral,neutral,"How many times have I told you guys, you",5.05,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia223_utt1.mp4,train_dia223_utt1
train,464,9,Chandler,neutral,neutral,neutral,For my last birthday you gave me a,3.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia464_utt9.mp4,train_dia464_utt9
train,236,3,Chandler,neutral,neutral,neutral,"Well, I dont have to buy that, ""Im with stupid"" T-shirt anymore.",3.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia236_utt3.mp4,train_dia236_utt3
test,118,11,Chandler,neutral,neutral,neutral,"Well, the heart wants what it wants. I’ll see you later.",3.17,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia118_utt11.mp4,test_dia118_utt11
train,73,8,Chandler,neutral,neutral,neutral,"I dont know.  I cant tell, what ever it was went back in too quickly.",13.64,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia73_utt8.mp4,train_dia73_utt8
test,49,15,Chandler,neutral,neutral,neutral,"Okay, y'know your not though. Let's go.",4.5,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia49_utt15.mp4,test_dia49_utt15
dev,70,1,Chandler,neutral,neutral,neutral,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",3.63,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia70_utt1.mp4,dev_dia70_utt1
train,850,1,Chandler,neutral,neutral,neutral,"Hm-hmm, I told you!  I cant believe that Ive only got two hours before I call in sick for work.",6.51,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia850_utt1.mp4,train_dia850_utt1
train,64,10,Chandler,neutral,neutral,neutral,Guys thank you very much but neither of you is marrying us.,3.34,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia64_utt10.mp4,train_dia64_utt10
test,29,1,Chandler,neutral,surprise,negative,"Oh, I didn't factor in the room tax.",3.8,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia29_utt1.mp4,test_dia29_utt1
train,123,7,Chandler,neutral,neutral,neutral,Who cares? Nobody reads those things,2.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia123_utt7.mp4,train_dia123_utt7
train,819,17,Chandler,joy,joy,positive,Thats it?! I gave up my,3.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia819_utt17.mp4,train_dia819_utt17
train,910,8,Chandler,joy,joy,positive,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",2.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia910_utt8.mp4,train_dia910_utt8
train,793,5,Chandler,anger,anger,negative,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",7.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia793_utt5.mp4,train_dia793_utt5
train,923,13,Chandler,joy,joy,positive,But I do know that its some time tomorrow.,2.79,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia923_utt13.mp4,train_dia923_utt13
train,108,0,Chandler,neutral,neutral,neutral,"Oh my God, honey we are so meant to be together. We both have copies of the",7.42,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia108_utt0.mp4,train_dia108_utt0
train,148,6,Chandler,disgust,disgust,negative,"Well, let's just say the impressions you made in the butter left little to the imagination.",7.01,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia148_utt6.mp4,train_dia148_utt6
train,737,2,Chandler,neutral,neutral,neutral,"I know, just quick-quick question, quick question. Which one was",6.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia737_utt2.mp4,train_dia737_utt2
train,770,17,Chandler,fear,fear,negative,"I said, ""Geez, relax Monnnnn.""",3.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia770_utt17.mp4,train_dia770_utt17
train,607,10,Chandler,neutral,neutral,neutral,"Well, yeah, now.",2.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia607_utt10.mp4,train_dia607_utt10
train,98,1,Chandler,neutral,neutral,neutral,"Well, if the magician can open my beer with his but cheeks, then all right.",3.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia98_utt1.mp4,train_dia98_utt1
train,923,7,Chandler,neutral,neutral,neutral,"No! No! Not, Paris.",3.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia923_utt7.mp4,train_dia923_utt7
train,832,11,Chandler,sadness,sadness,negative,Were you so late because you were burring this woman?,3.29,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia832_utt11.mp4,train_dia832_utt11
train,808,4,Chandler,neutral,neutral,neutral,We will take a moonlit walk on the Rue de la .,4.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia808_utt4.mp4,train_dia808_utt4
test,5,0,Chandler,anger,anger,negative,You’re coming on to the entire room!  I’m Chandler.,12.22,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia5_utt0.mp4,test_dia5_utt0
dev,111,2,Chandler,neutral,neutral,neutral,I saw you checking me out during the game last night.,3.34,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia111_utt2.mp4,dev_dia111_utt2
test,124,14,Chandler,joy,joy,positive,"Well, I then guess I’m going to Yemen! I’m going to Yemen!  When we get to Yemen, can I stay with you?",11.22,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia124_utt14.mp4,test_dia124_utt14
test,50,3,Chandler,neutral,neutral,neutral,You didn’t bring,2.63,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia50_utt3.mp4,test_dia50_utt3
test,69,4,Chandler,neutral,neutral,neutral,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.",8.68,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia69_utt4.mp4,test_dia69_utt4
train,316,4,Chandler,fear,fear,negative,"Look I never should have kissed your girlfriend, but Im",3.17,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia316_utt4.mp4,train_dia316_utt4
train,266,0,Chandler,neutral,neutral,neutral,"Well actually uh, there was something we wanted to tell you about the wedding.",4.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia266_utt0.mp4,train_dia266_utt0
