path,label,source,speaker_id,sarcasm_label,audio_emotion_label,visual_emotion_label,utterance
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6165.mp4,-1,mustard,must_sheldon,1,,,"Yes, there's nothing quite like the slightly widened eyes of mildly startled."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_236.mp4,-1,mustard,must_chandler,1,,,"Gee, if only she were one and had no idea what a birthday was."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_69.mp4,-1,mustard,must_monica,0,,,Cover yourself up!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_425.mp4,-1,mustard,must_monica,0,,,And did he?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_55.mp4,-1,mustard,must_person,0,,,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_345.mp4,-1,mustard,must_chandler,1,,,Oh I left them in my bulldozer .. I don't have tools!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_289.mp4,-1,mustard,must_monica,1,,,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_607.mp4,-1,mustard,must_person,0,,,Hey.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_150.mp4,-1,mustard,must_person,0,,,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5156.mp4,-1,mustard,must_howard,1,,,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_589.mp4,-1,mustard,must_chandler,1,,,Well why don't you check in one of my saddle bags while I chew on a bale of hay.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11098.mp4,-1,mustard,must_bernadette,1,,,"Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_586.mp4,-1,mustard,must_chandler,1,,,"See now that I see crying over, but Bambi, is a cartoon."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_1262.mp4,-1,mustard,must_sheldon,0,,,You were very clear. As was everyone else at the table.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3911.mp4,-1,mustard,must_person,0,,,"That's very thoughtful, but I think I'll finish my coffee first."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_400.mp4,-1,mustard,must_chandler,0,,,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_4145.mp4,-1,mustard,must_leonard,1,,,A lot of people are working on that research. So what is all this?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7281.mp4,-1,mustard,must_sheldon,1,,,"Darn. If you weren't busy, I'd ask you to join us."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6020.mp4,-1,mustard,must_sheldon,1,,,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_499.mp4,-1,mustard,must_phoebe,0,,,The end.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_548.mp4,-1,mustard,must_person,1,,,"Almost! But first, we gotta start."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10849.mp4,-1,mustard,must_howard,0,,,That's how much buying a comic book store means to me.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_4995.mp4,-1,mustard,must_sheldon,1,,,"Hey, you taught me something. Who would have thought it?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7443.mp4,-1,mustard,must_penny,0,,,We've kind of been involved in a five-year experiment.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5627.mp4,-1,mustard,must_raj,1,,,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_8045.mp4,-1,mustard,must_raj,1,,,"Dumped her? What, did he use a forklift?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_541.mp4,-1,mustard,must_chandler,1,,,Oh yeah right. And what would my opening line be? Excuse me
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_294.mp4,-1,mustard,must_chandler,1,,,"Oh, um, I don't care!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7395.mp4,-1,mustard,must_amy,1,,,"Well, if that's all it takes, it's a good thing you don't have a dog."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7357.mp4,-1,mustard,must_leonard,1,,,I'm starting to get a sense of it.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_8827.mp4,-1,mustard,must_penny,1,,,How do you not tear off his clothes and take him right here on this table?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_33.mp4,-1,mustard,must_rachel,0,,,"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_49.mp4,-1,mustard,must_joey,0,,,We got a box.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_268.mp4,-1,mustard,must_chandler,0,,,"A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_175.mp4,-1,mustard,must_sheldon,1,,,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_56.mp4,-1,mustard,must_phoebe,0,,,"Uh-huh, well! But umm, still I'm-I'm mad at you."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_609.mp4,-1,mustard,must_person,0,,,I just called a friend of mine.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_54.mp4,-1,mustard,must_rachel,1,,,"That's easy for you to say, you weren't almost just killed."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_4477.mp4,-1,mustard,must_person,0,,,I just want to ask you a few questions about Howard Wolowitz.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_170.mp4,-1,mustard,must_chandler,1,,,The British are coming?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6370.mp4,-1,mustard,must_sheldon,1,,,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_306.mp4,-1,mustard,must_moderator,1,,,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5571.mp4,-1,mustard,must_sheldon,1,,,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_9594.mp4,-1,mustard,must_sheldon,0,,,I can't believe we wasted all that time on our Hulk costumes.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_182.mp4,-1,mustard,must_sheldon,1,,,No. The dark crescent-shaped patterns under your arms conceal it nicely.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_29.mp4,-1,mustard,must_rachel,0,,,It was like months ago.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_535.mp4,-1,mustard,must_ross,0,,,"So, I'm sorry I just don't think we should go away together yet."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_123.mp4,-1,mustard,must_moderator,1,,,Nooo!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_341.mp4,-1,mustard,must_person,1,,,"Well, I'd gotten Judy pregnant. I still don't know how that happened."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_4792.mp4,-1,mustard,must_sheldon,0,,,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11253.mp4,-1,mustard,must_sheldon,0,,,"So as they say, all good things must come to an end."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_50.mp4,-1,mustard,must_chandler,1,,,"Nope, that patch is no good."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_1144.mp4,-1,mustard,must_sheldon,1,,,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two."""
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_9009.mp4,-1,mustard,must_sheldon,0,,,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_102.mp4,-1,mustard,must_dorothy,1,,,No Blanche she is upset because they keep changing the taste of coke.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7341.mp4,-1,mustard,must_sheldon,0,,,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10496.mp4,-1,mustard,must_sheldon,1,,,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3293.mp4,-1,mustard,must_sheldon,1,,,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6039.mp4,-1,mustard,must_bernadette,0,,,I don't know what I'm going to do. I don't want to break up over this.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_189.mp4,-1,mustard,must_chandler,1,,,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_533.mp4,-1,mustard,must_leonard,0,,,"Technically, yes. But, if you'll notice... It's reversible!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_3.mp4,-1,mustard,must_chandler,1,,,And I think my testicles may be in here too
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_204.mp4,-1,mustard,must_chandler,1,,,"Oh Oh, I am convinced!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_542.mp4,-1,mustard,must_joey,1,,,"Uh, Rachel's here, so good luck man, let me know how it works out."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_390.mp4,-1,mustard,must_dorothy,1,,,"No, I am depressed becaues Phillis George left the morning news."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_12275.mp4,-1,mustard,must_person,0,,,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_158.mp4,-1,mustard,must_dorothy,1,,,A bucket of chicked. I hope you like it extra flat and crispy
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10853.mp4,-1,mustard,must_penny,0,,,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5169.mp4,-1,mustard,must_amy,0,,,I'm not saying that you're not fun. You're the most fun person I know.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7442.mp4,-1,mustard,must_sheldon,0,,,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_2.mp4,-1,mustard,must_chandler,1,,,"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6534.mp4,-1,mustard,must_sheldon,0,,,"No, but maybe she wants a man with a pocket watch."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_611.mp4,-1,mustard,must_rachel,1,,,Just tell me how.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_472.mp4,-1,mustard,must_chandler,0,,,And I just won a million dollars!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_381.mp4,-1,mustard,must_moderator,1,,,Noo..
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5953.mp4,-1,mustard,must_howard,0,,,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3419.mp4,-1,mustard,must_penny,1,,,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_372.mp4,-1,mustard,must_chandler,1,,,Actually I yesterday I was smoking again. Today I am smoking still.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_60.mp4,-1,mustard,must_sheldon,1,,,It's just a privilege to watch your mind at work.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_573.mp4,-1,mustard,must_chandler,1,,,"Oh I see, I thought you just really really liked your new couch."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_367.mp4,-1,mustard,must_monica,0,,,"Well, don't  'cha wanna?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_227.mp4,-1,mustard,must_chandler,1,,,You sure he is going to be able to crack that code?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_562.mp4,-1,mustard,must_joey,0,,,"Look now, Phoebe remember, hey, their just fulfilling their Christmas...."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_2664.mp4,-1,mustard,must_leonard,0,,,"Terrific, it's just that... I don't think Penny wants me to go."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_270.mp4,-1,mustard,must_joey,0,,,Hey.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_12320.mp4,-1,mustard,must_raj,0,,,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_481.mp4,-1,mustard,must_ross,0,,,All right.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7504.mp4,-1,mustard,must_person,0,,,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was."""
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11773.mp4,-1,mustard,must_penny,1,,,This is why I've been saying we should keep champagne on ice.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_434.mp4,-1,mustard,must_chandler,1,,,We can? Ok I am trying that.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_94.mp4,-1,mustard,must_ross,0,,,"Can't do it, can you?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_187.mp4,-1,mustard,must_chandler,1,,,That's so funny because you look more like Joey Tribbiani man slash woman.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_84.mp4,-1,mustard,must_chandler,1,,,"If that doesn't keep kids in school, what will?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_147.mp4,-1,mustard,must_monica,0,,,"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_250.mp4,-1,mustard,must_phoebe,1,,,"Oh, you say someone's name enough, they turn around."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_13.mp4,-1,mustard,must_rachel,0,,,"All right, let's do it."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3259.mp4,-1,mustard,must_person,1,,,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_423.mp4,-1,mustard,must_monica,1,,,Like I have nothing better to do!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_35.mp4,-1,mustard,must_chandler,0,,,Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_58.mp4,-1,mustard,must_phoebe,0,,,Why?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_5580.mp4,-1,mustard,must_howard,1,,,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_413.mp4,-1,mustard,must_phoebe,0,,,Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_570.mp4,-1,mustard,must_chandler,0,,,"Oh my god, where are all the men?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_272.mp4,-1,mustard,must_joey,0,,,Weā€™re not peeking?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_166.mp4,-1,mustard,must_joey,0,,,But I'm the host!
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_591.mp4,-1,mustard,must_dorothy,0,,,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_264.mp4,-1,mustard,must_phoebe,0,,,Okay?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_485.mp4,-1,mustard,must_member-boy,1,,,You got off to a really good start with the group.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_617.mp4,-1,mustard,must_chandler,1,,,And protected them from a tornado?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_257.mp4,-1,mustard,must_phoebe,0,,,"Oh, hey, look, I found coffee! Okay, let's skedaddle."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_369.mp4,-1,mustard,must_chandler,1,,,"I just have to do one thing, really quickly, its not a big thing  ...  GET UP||"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_506.mp4,-1,mustard,must_rachel,0,,,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3204.mp4,-1,mustard,must_raj,0,,,Right. That was so good! Sweety and meaty at the same time.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11924.mp4,-1,mustard,must_howard,1,,,"All right, Amy's in charge of pricing and being 75."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_7089.mp4,-1,mustard,must_howard,1,,,"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_89.mp4,-1,mustard,must_dorothy,1,,,On the home shopping network
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3599.mp4,-1,mustard,must_howard,0,,,Why don't you keep that stuff in the bathroom?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_30.mp4,-1,mustard,must_ross,0,,,So how'd it go?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_475.mp4,-1,mustard,must_chandler,1,,,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11236.mp4,-1,mustard,must_sheldon,0,,,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_28.mp4,-1,mustard,must_monica,0,,,"Carol called me to thank me for the lasagna, I asked, she told me."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_103.mp4,-1,mustard,must_chandler,1,,,"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11021.mp4,-1,mustard,must_penny,1,,,"Same as all of us, getting out of a car without underwear."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_246.mp4,-1,mustard,must_chandler,1,,,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_373.mp4,-1,mustard,must_chandler,1,,,I was making a coconut phone with a professor.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_352.mp4,-1,mustard,must_dorothy,1,,,"No Rose, it stands alone."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11889.mp4,-1,mustard,must_bernadette,0,,,"Yeah, we just want to have the kind of dinner that we've all had here so many times before."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_449.mp4,-1,mustard,must_chandler,1,,,"Oh no, now its not gonna make any sense"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_245.mp4,-1,mustard,must_person,0,,,"Well ah, I've been doing a lot of thinking, and I look at my life"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_492.mp4,-1,mustard,must_rose,1,,,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_140.mp4,-1,mustard,must_moderator,1,,,Sarcastic? Us? Nooo.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11006.mp4,-1,mustard,must_penny,1,,,Maybe it's a good thing we came here. It's like a lesson in what not to do.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_121.mp4,-1,mustard,must_dorothy,1,,,What was I doing? My ben gazara in person?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_234.mp4,-1,mustard,must_phoebe,0,,,"See, there you go, the cleansing works!"
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_2819.mp4,-1,mustard,must_sheldon,1,,,"You know, I've always wanted to go to a Goth nightclub."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_218.mp4,-1,mustard,must_joey,0,,,"Hey, does somebody wanna hand me one of those tiles."
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_467.mp4,-1,mustard,must_sheldon,0,,,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_569.mp4,-1,mustard,must_phoebe,0,,,Chandler?
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_6427.mp4,-1,mustard,must_penny,1,,,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_74.mp4,-1,mustard,must_dorothy,1,,,Show them your slides of Hawaii
D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_281.mp4,-1,mustard,must_dorothy,1,,,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet."
